Date,Ticker,Sector,Open,High,Low,Close,Volume
2022-04-29,AAPL,Technology,169.14,170.69,167.99,168.32,669932805
2022-05-02,AAPL,Technology,173.43,173.85,171.57,172.52,201365104
2022-05-03,AAPL,Technology,169.5,171.65,168.53,168.9,1028305898
2022-05-04,AAPL,Technology,167.73,171.38,167.31,169.17,471875694
2022-05-05,AAPL,Technology,170.32,170.44,167.58,170.39,252713059
2022-05-06,AAPL,Technology,172.06,173.0,171.2,172.5,285682964
2022-05-09,AAPL,Technology,172.79,173.67,171.0,172.36,372173682
2022-05-10,AAPL,Technology,169.48,170.09,168.54,169.95,266546975
2022-05-11,AAPL,Technology,176.2,176.06,175.02,176.01,458667440
2022-05-12,AAPL,Technology,174.9,176.22,174.3,175.36,363791289
2022-05-13,AAPL,Technology,175.74,177.76,172.43,174.55,1104307034
2022-05-16,AAPL,Technology,176.49,174.62,173.38,173.82,849184857
2022-05-17,AAPL,Technology,173.64,174.79,171.24,173.47,332391692
2022-05-18,AAPL,Technology,170.51,169.95,167.62,169.08,753937384
2022-05-19,AAPL,Technology,168.38,171.11,169.0,169.11,1039038952
2022-05-20,AAPL,Technology,170.05,172.21,170.54,170.8,243006836
2022-05-23,AAPL,Technology,174.18,176.35,171.75,173.69,350432518
2022-05-24,AAPL,Technology,172.27,173.04,171.03,172.22,320221961
2022-05-25,AAPL,Technology,172.33,173.18,172.78,173.11,363617967
2022-05-26,AAPL,Technology,175.61,176.22,174.15,175.52,706400956
2022-05-27,AAPL,Technology,170.78,171.04,169.4,170.3,331245523
2022-05-30,AAPL,Technology,165.03,166.96,164.75,164.82,308688022
2022-05-31,AAPL,Technology,165.75,168.98,166.67,166.76,350223453
2022-06-01,AAPL,Technology,167.79,168.1,166.44,166.95,363596053
2022-06-02,AAPL,Technology,170.74,171.05,168.8,169.51,140986930
2022-06-03,AAPL,Technology,167.44,167.91,166.86,167.13,358703753
2022-06-06,AAPL,Technology,167.66,167.65,165.88,167.44,574379755
2022-06-07,AAPL,Technology,166.58,166.9,165.68,166.25,393073729
2022-06-08,AAPL,Technology,166.9,169.95,166.01,167.17,884565357
2022-06-09,AAPL,Technology,164.44,168.7,164.65,165.99,406967243
2022-06-10,AAPL,Technology,165.92,168.32,165.66,166.1,734501643
2022-06-13,AAPL,Technology,158.36,159.84,158.55,159.54,859513441
2022-06-14,AAPL,Technology,162.38,161.09,159.74,160.56,531350867
2022-06-15,AAPL,Technology,161.99,161.91,160.23,161.32,316222958
2022-06-16,AAPL,Technology,161.85,162.2,160.96,161.58,815058112
2022-06-17,AAPL,Technology,159.79,160.49,158.89,160.14,585894470
2022-06-20,AAPL,Technology,163.47,163.57,161.24,162.37,596576149
2022-06-21,AAPL,Technology,166.41,168.95,166.24,167.91,1025065300
2022-06-22,AAPL,Technology,168.98,170.01,169.55,169.94,1648078646
2022-06-23,AAPL,Technology,170.79,170.53,169.39,170.38,542632043
2022-06-24,AAPL,Technology,169.14,168.64,165.48,168.01,1076082870
2022-06-27,AAPL,Technology,166.56,167.83,166.35,166.51,838475365
2022-06-28,AAPL,Technology,161.15,163.47,161.29,161.49,292491982
2022-06-29,AAPL,Technology,155.72,157.76,156.64,156.73,253902429
2022-06-30,AAPL,Technology,154.66,157.91,155.5,155.83,429069070
2022-07-01,AAPL,Technology,154.93,158.46,155.04,155.11,687177497
2022-07-04,AAPL,Technology,159.43,161.76,159.97,160.32,1756659623
2022-07-05,AAPL,Technology,160.7,160.56,160.51,160.54,451379855
2022-07-06,AAPL,Technology,158.5,159.62,158.89,158.93,339701248
2022-07-07,AAPL,Technology,157.17,159.61,157.36,159.28,837350606
2022-07-08,AAPL,Technology,162.6,165.6,162.45,162.9,240022722
2022-07-11,AAPL,Technology,161.42,162.1,158.42,160.67,916229601
2022-07-12,AAPL,Technology,163.2,164.27,162.12,162.8,263334618
2022-07-13,AAPL,Technology,165.53,165.26,164.45,164.94,605843134
2022-07-14,AAPL,Technology,164.42,165.44,162.5,163.92,652649395
2022-07-15,AAPL,Technology,163.81,163.48,161.42,163.06,442322110
2022-07-18,AAPL,Technology,160.43,162.93,160.66,161.57,222777798
2022-07-19,AAPL,Technology,161.68,165.06,161.09,163.38,1133105787
2022-07-20,AAPL,Technology,164.38,164.18,163.34,164.05,476121032
2022-07-21,AAPL,Technology,167.05,167.51,167.16,167.36,471545986
2022-07-22,AAPL,Technology,168.96,170.64,166.52,168.34,528436243
2022-07-25,AAPL,Technology,167.38,167.85,167.36,167.83,328762984
2022-07-26,AAPL,Technology,167.04,169.79,167.92,168.47,811648415
2022-07-27,AAPL,Technology,171.37,170.3,168.62,169.95,805670197
2022-07-28,AAPL,Technology,164.4,166.06,163.55,164.37,628489267
2022-07-29,AAPL,Technology,161.78,162.52,161.3,162.28,240124825
2022-08-01,AAPL,Technology,160.47,161.35,158.38,159.63,301807681
2022-08-02,AAPL,Technology,166.52,167.9,166.99,167.24,688588866
2022-08-03,AAPL,Technology,165.48,165.72,162.17,165.56,861888666
2022-08-04,AAPL,Technology,163.0,163.56,161.19,163.51,1200764505
2022-08-05,AAPL,Technology,166.45,166.39,164.8,165.64,662085315
2022-08-08,AAPL,Technology,160.95,161.95,160.69,161.01,661708740
2022-08-09,AAPL,Technology,162.07,163.3,161.08,161.57,641869277
2022-08-10,AAPL,Technology,164.71,165.87,164.16,164.77,211454316
2022-08-11,AAPL,Technology,165.03,166.37,165.73,166.09,282579851
2022-08-12,AAPL,Technology,169.31,169.34,168.36,169.29,492437481
2022-08-15,AAPL,Technology,171.8,172.91,172.07,172.2,390427123
2022-08-16,AAPL,Technology,172.37,171.6,170.64,171.29,310190241
2022-08-17,AAPL,Technology,170.93,171.37,168.79,170.77,812740371
2022-08-18,AAPL,Technology,166.32,166.61,165.07,166.25,826524557
2022-08-19,AAPL,Technology,164.45,166.61,161.72,164.75,388284446
2022-08-22,AAPL,Technology,168.76,171.25,168.41,169.11,421406167
2022-08-23,AAPL,Technology,164.44,166.28,163.74,165.07,476823784
2022-08-24,AAPL,Technology,166.63,167.87,164.49,165.82,435935815
2022-08-25,AAPL,Technology,166.04,166.61,164.23,165.72,527271473
2022-08-26,AAPL,Technology,166.7,167.62,163.95,167.24,372036126
2022-08-29,AAPL,Technology,166.39,166.15,164.57,165.41,987070599
2022-08-30,AAPL,Technology,163.31,164.85,163.14,163.76,665777380
2022-08-31,AAPL,Technology,165.89,166.4,162.37,164.41,357128298
2022-09-01,AAPL,Technology,163.85,163.68,162.87,163.31,1325561883
2022-09-02,AAPL,Technology,162.24,163.88,161.04,162.84,477195354
2022-09-05,AAPL,Technology,168.13,168.85,167.85,168.15,878913142
2022-09-06,AAPL,Technology,176.77,176.59,175.16,175.85,682276626
2022-09-07,AAPL,Technology,182.28,182.59,181.22,181.75,844581494
2022-09-08,AAPL,Technology,185.56,185.23,182.91,184.48,968326125
2022-09-09,AAPL,Technology,187.82,186.94,186.47,186.69,322473707
2022-09-12,AAPL,Technology,189.19,188.58,187.95,187.99,533809469
2022-09-13,AAPL,Technology,188.81,190.25,187.08,188.2,1430982862
2022-09-14,AAPL,Technology,188.69,187.54,186.84,187.22,462590251
2022-09-15,AAPL,Technology,187.79,189.13,187.93,188.21,534608358
2022-09-16,AAPL,Technology,191.23,193.48,191.7,191.91,881841872
2022-09-19,AAPL,Technology,188.16,187.54,186.14,186.7,469474653
2022-09-20,AAPL,Technology,182.86,187.67,182.75,184.89,604557428
2022-09-21,AAPL,Technology,183.5,184.77,182.24,183.28,365932952
2022-09-22,AAPL,Technology,179.02,180.36,178.18,179.11,1221467080
2022-09-23,AAPL,Technology,175.67,177.86,174.74,175.71,547936369
2022-09-26,AAPL,Technology,176.27,175.49,173.25,175.0,465640488
2022-09-27,AAPL,Technology,179.08,179.06,177.92,178.57,606887673
2022-09-28,AAPL,Technology,181.33,182.61,180.41,180.69,463878003
2022-09-29,AAPL,Technology,185.39,186.43,182.76,185.43,237247023
2022-09-30,AAPL,Technology,185.31,186.93,184.66,185.91,388152275
2022-10-03,AAPL,Technology,178.22,180.3,176.16,179.65,709596692
2022-10-04,AAPL,Technology,182.2,182.86,180.83,182.24,484292068
2022-10-05,AAPL,Technology,178.3,180.64,177.24,178.5,491731266
2022-10-06,AAPL,Technology,178.61,182.15,178.87,179.22,294029304
2022-10-07,AAPL,Technology,177.86,180.93,177.45,178.37,645987938
2022-10-10,AAPL,Technology,182.32,184.27,182.83,182.91,687870847
2022-10-11,AAPL,Technology,185.23,185.58,183.33,184.26,371248569
2022-10-12,AAPL,Technology,188.04,188.99,185.56,188.69,1155711376
2022-10-13,AAPL,Technology,189.11,190.4,188.68,189.42,599785694
2022-10-14,AAPL,Technology,193.31,192.13,191.22,191.26,1150855694
2022-10-17,AAPL,Technology,193.41,192.87,192.63,192.82,290933046
2022-10-18,AAPL,Technology,192.6,194.54,191.37,191.98,381036896
2022-10-19,AAPL,Technology,197.7,199.41,195.16,197.48,818962744
2022-10-20,AAPL,Technology,203.48,204.27,201.77,203.52,445045174
2022-10-21,AAPL,Technology,208.35,207.9,204.21,206.82,967325569
2022-10-24,AAPL,Technology,204.82,205.2,203.75,204.55,368461734
2022-10-25,AAPL,Technology,202.69,202.18,200.25,202.14,403099034
2022-10-26,AAPL,Technology,203.23,209.68,203.13,205.01,404749748
2022-10-27,AAPL,Technology,200.47,203.02,199.07,200.94,576941793
2022-10-28,AAPL,Technology,199.54,201.6,200.71,200.83,798410480
2022-10-31,AAPL,Technology,200.6,201.59,198.42,199.11,742186317
2022-11-01,AAPL,Technology,199.97,198.47,197.41,197.92,587253843
2022-11-02,AAPL,Technology,199.25,201.15,199.13,199.51,439797554
2022-11-03,AAPL,Technology,199.36,199.37,198.15,199.31,699810427
2022-11-04,AAPL,Technology,199.99,199.21,195.9,199.08,576937348
2022-11-07,AAPL,Technology,202.58,207.41,199.33,202.72,844361609
2022-11-08,AAPL,Technology,198.36,199.96,197.31,198.98,1263328418
2022-11-09,AAPL,Technology,198.85,198.7,196.98,198.36,523061419
2022-11-10,AAPL,Technology,199.92,203.56,199.63,199.72,820420193
2022-11-11,AAPL,Technology,202.59,205.69,202.72,203.76,1097955626
2022-11-14,AAPL,Technology,199.55,200.1,198.41,199.61,571846527
2022-11-15,AAPL,Technology,201.28,201.51,198.24,200.83,429409549
2022-11-16,AAPL,Technology,204.98,206.32,202.37,204.37,688886008
2022-11-17,AAPL,Technology,203.47,205.58,203.1,203.34,444946268
2022-11-18,AAPL,Technology,205.08,205.24,201.11,203.46,317668621
2022-11-21,AAPL,Technology,198.57,203.33,198.87,199.89,1102677974
2022-11-22,AAPL,Technology,204.58,204.7,199.91,203.58,412432992
2022-11-23,AAPL,Technology,192.88,198.05,192.32,194.48,808980374
2022-11-24,AAPL,Technology,203.69,205.33,202.17,203.08,743372467
2022-11-25,AAPL,Technology,205.85,206.38,205.75,205.92,332788498
2022-11-28,AAPL,Technology,203.93,207.72,204.78,204.94,279414064
2022-11-29,AAPL,Technology,204.05,207.95,204.15,205.66,295797581
2022-11-30,AAPL,Technology,209.78,210.85,208.83,209.21,298962221
2022-12-01,AAPL,Technology,210.0,211.91,208.66,209.67,218763792
2022-12-02,AAPL,Technology,211.63,211.43,210.46,211.39,959641384
2022-12-05,AAPL,Technology,212.51,212.66,211.73,211.93,497163764
2022-12-06,AAPL,Technology,210.66,213.34,211.03,212.15,1163604522
2022-12-07,AAPL,Technology,208.39,208.62,206.27,207.47,418641356
2022-12-08,AAPL,Technology,211.3,213.33,211.71,212.19,1418086924
2022-12-09,AAPL,Technology,208.15,208.23,206.66,207.72,442236856
2022-12-12,AAPL,Technology,208.29,207.37,207.05,207.29,1465205731
2022-12-13,AAPL,Technology,207.92,207.52,205.13,205.27,324618990
2022-12-14,AAPL,Technology,211.99,214.23,210.46,211.39,1095195049
2022-12-15,AAPL,Technology,208.95,210.36,209.04,210.01,350671774
2022-12-16,AAPL,Technology,205.69,205.51,204.18,205.45,222859520
2022-12-19,AAPL,Technology,207.12,208.11,203.44,206.73,896343704
2022-12-20,AAPL,Technology,201.58,205.0,201.62,202.3,471823466
2022-12-21,AAPL,Technology,203.45,204.51,203.51,204.39,528038846
2022-12-22,AAPL,Technology,198.52,199.43,197.81,199.25,900127148
2022-12-23,AAPL,Technology,202.9,204.21,201.45,203.22,889836993
2022-12-26,AAPL,Technology,204.0,207.58,203.16,203.8,415686433
2022-12-27,AAPL,Technology,205.33,204.6,203.2,204.35,327502180
2022-12-28,AAPL,Technology,198.42,202.45,198.71,199.52,165346644
2022-12-29,AAPL,Technology,201.82,204.98,200.96,200.97,505427255
2022-12-30,AAPL,Technology,200.94,202.15,200.21,200.68,569830156
2023-01-02,AAPL,Technology,197.57,199.9,198.05,198.32,634441042
2023-01-03,AAPL,Technology,196.23,195.22,195.16,195.18,615133033
2023-01-04,AAPL,Technology,195.69,196.42,192.98,195.15,487683071
2023-01-05,AAPL,Technology,190.02,192.22,190.13,190.6,441864728
2023-01-06,AAPL,Technology,191.31,191.66,190.74,190.85,501060398
2023-01-09,AAPL,Technology,183.01,185.5,183.91,184.12,654881175
2023-01-10,AAPL,Technology,190.66,191.09,188.92,189.25,522603562
2023-01-11,AAPL,Technology,187.79,189.08,187.7,188.16,528317565
2023-01-12,AAPL,Technology,189.88,188.76,188.1,188.76,779978620
2023-01-13,AAPL,Technology,182.51,187.52,182.39,183.77,433593188
2023-01-16,AAPL,Technology,180.64,182.55,179.17,179.95,363665410
2023-01-17,AAPL,Technology,170.34,172.36,171.08,171.61,531747845
2023-01-18,AAPL,Technology,170.78,172.41,171.45,171.62,882514476
2023-01-19,AAPL,Technology,170.8,171.22,169.9,171.18,311714618
2023-01-20,AAPL,Technology,169.32,173.04,168.82,170.7,1012395522
2023-01-23,AAPL,Technology,169.59,171.02,168.69,170.11,1208934048
2023-01-24,AAPL,Technology,171.71,172.9,169.26,172.23,703126717
2023-01-25,AAPL,Technology,173.24,175.02,171.05,173.21,332879481
2023-01-26,AAPL,Technology,174.82,175.65,171.88,174.7,404167205
2023-01-27,AAPL,Technology,176.38,177.22,173.97,175.33,349338827
2023-01-30,AAPL,Technology,172.7,172.82,170.45,172.08,798323005
2023-01-31,AAPL,Technology,169.51,171.72,167.75,169.79,427978488
2023-02-01,AAPL,Technology,175.78,174.67,173.26,173.9,351683044
2023-02-02,AAPL,Technology,178.21,176.93,176.47,176.85,625409928
2023-02-03,AAPL,Technology,177.87,180.15,178.1,178.62,287747927
2023-02-06,AAPL,Technology,172.16,175.19,170.83,172.35,422454940
2023-02-07,AAPL,Technology,172.85,174.49,172.16,173.36,446271979
2023-02-08,AAPL,Technology,174.72,174.64,172.05,174.29,700593851
2023-02-09,AAPL,Technology,175.28,178.08,176.17,176.42,592489657
2023-02-10,AAPL,Technology,175.49,175.15,173.59,174.41,490352848
2023-02-13,AAPL,Technology,177.71,177.82,175.09,175.43,643707393
2023-02-14,AAPL,Technology,171.02,170.95,169.4,169.92,679311725
2023-02-15,AAPL,Technology,168.83,171.21,169.27,169.55,362936438
2023-02-16,AAPL,Technology,170.37,173.69,170.86,171.4,605945941
2023-02-17,AAPL,Technology,175.15,175.99,174.95,175.14,327680905
2023-02-20,AAPL,Technology,176.45,177.41,176.64,177.24,389849314
2023-02-21,AAPL,Technology,179.24,180.13,177.11,179.59,542849330
2023-02-22,AAPL,Technology,181.27,184.74,180.09,182.66,912129060
2023-02-23,AAPL,Technology,181.07,184.61,180.09,180.9,1048949449
2023-02-24,AAPL,Technology,188.45,190.58,185.68,187.49,652462010
2023-02-27,AAPL,Technology,190.17,191.01,188.93,190.17,445589057
2023-02-28,AAPL,Technology,188.76,189.73,187.24,188.68,1015619939
2023-03-01,AAPL,Technology,183.13,185.14,183.8,184.86,465517224
2023-03-02,AAPL,Technology,183.56,186.74,183.58,184.51,1226028944
2023-03-03,AAPL,Technology,187.71,189.5,188.28,188.62,402778206
2023-03-06,AAPL,Technology,191.9,195.27,190.0,192.37,277183772
2023-03-07,AAPL,Technology,192.77,195.65,192.42,192.92,384318329
2023-03-08,AAPL,Technology,186.34,188.21,186.64,187.44,115394689
2023-03-09,AAPL,Technology,186.97,190.06,184.91,187.4,359021908
2023-03-10,AAPL,Technology,189.76,190.55,188.58,189.04,896014014
2023-03-13,AAPL,Technology,187.97,189.06,187.43,188.75,433221868
2023-03-14,AAPL,Technology,191.48,191.45,188.84,190.06,423658472
2023-03-15,AAPL,Technology,190.88,191.18,186.36,190.04,701282913
2023-03-16,AAPL,Technology,187.66,189.24,188.36,189.14,372397973
2023-03-17,AAPL,Technology,190.6,193.82,191.45,191.9,612595245
2023-03-20,AAPL,Technology,191.13,194.31,190.05,191.83,323553093
2023-03-21,AAPL,Technology,192.64,194.35,191.02,192.58,601181984
2023-03-22,AAPL,Technology,194.24,195.32,194.47,195.04,506518771
2023-03-23,AAPL,Technology,192.2,195.81,190.67,191.34,148862524
2023-03-24,AAPL,Technology,187.94,188.85,184.82,187.92,337136526
2023-03-27,AAPL,Technology,186.61,189.42,186.39,187.36,381121293
2023-03-28,AAPL,Technology,184.49,184.38,181.8,184.2,427653244
2023-03-29,AAPL,Technology,183.21,185.58,181.99,183.28,443301216
2023-03-30,AAPL,Technology,193.46,194.34,192.71,193.87,861532083
2023-03-31,AAPL,Technology,193.68,196.56,192.9,194.33,1237858723
2023-04-03,AAPL,Technology,198.23,198.87,196.13,198.16,743133926
2023-04-04,AAPL,Technology,200.98,201.31,198.92,199.95,410387475
2023-04-05,AAPL,Technology,200.61,200.08,197.89,198.56,284497078
2023-04-06,AAPL,Technology,199.15,200.95,198.58,198.7,285229088
2023-04-07,AAPL,Technology,201.49,200.6,198.72,200.3,1770949749
2023-04-10,AAPL,Technology,202.09,202.97,202.13,202.45,574632877
2023-04-11,AAPL,Technology,200.42,201.7,199.31,201.43,857849539
2023-04-12,AAPL,Technology,205.64,206.46,202.77,206.27,927958224
2023-04-13,AAPL,Technology,207.11,207.89,205.41,206.24,637692521
2023-04-14,AAPL,Technology,204.47,206.02,204.77,205.42,1088087978
2023-04-17,AAPL,Technology,205.31,206.28,201.8,204.29,390988944
2023-04-18,AAPL,Technology,206.17,205.87,204.35,205.83,269069455
2023-04-19,AAPL,Technology,210.59,211.08,209.96,210.3,426254657
2023-04-20,AAPL,Technology,211.15,213.39,211.1,212.58,516812030
2023-04-21,AAPL,Technology,220.63,221.82,218.87,220.06,530744285
2023-04-24,AAPL,Technology,222.75,222.38,220.39,221.52,595498440
2023-04-25,AAPL,Technology,220.48,221.81,217.27,220.62,298039130
2023-04-26,AAPL,Technology,226.04,225.3,221.17,225.09,371231311
2023-04-27,AAPL,Technology,225.58,225.38,224.44,224.79,390233881
2023-04-28,AAPL,Technology,227.63,227.4,225.59,226.93,303921696
2023-05-01,AAPL,Technology,231.86,232.43,229.94,231.43,1216315249
2023-05-02,AAPL,Technology,230.22,231.22,230.54,230.57,723760396
2023-05-03,AAPL,Technology,225.0,225.82,222.02,223.93,1141154933
2023-05-04,AAPL,Technology,224.88,223.88,223.45,223.58,305152873
2023-05-05,AAPL,Technology,224.82,226.36,223.71,224.61,800320672
2023-05-08,AAPL,Technology,211.79,214.9,212.63,213.74,626463643
2023-05-09,AAPL,Technology,220.86,219.33,217.42,219.09,936310047
2023-05-10,AAPL,Technology,223.82,226.97,225.49,225.63,429000548
2023-05-11,AAPL,Technology,222.41,226.13,221.96,222.27,639209419
2023-05-12,AAPL,Technology,222.73,225.53,221.4,222.51,334706540
2023-05-15,AAPL,Technology,216.82,218.35,217.23,217.29,343188188
2023-05-16,AAPL,Technology,212.66,212.0,209.3,211.86,505581533
2023-05-17,AAPL,Technology,206.69,206.87,205.12,206.36,948341495
2023-05-18,AAPL,Technology,200.13,199.64,199.2,199.46,539740115
2023-05-19,AAPL,Technology,197.88,197.32,195.56,196.82,490362673
2023-05-22,AAPL,Technology,202.07,203.71,202.46,203.61,196944035
2023-05-23,AAPL,Technology,196.3,198.29,197.06,197.87,759005177
2023-05-24,AAPL,Technology,197.09,196.44,193.68,196.21,424208092
2023-05-25,AAPL,Technology,192.91,196.44,192.01,193.12,296159949
2023-05-26,AAPL,Technology,192.09,192.84,192.37,192.72,527852441
2023-05-29,AAPL,Technology,194.21,196.0,192.12,194.31,489759401
2023-05-30,AAPL,Technology,197.13,197.21,195.34,196.84,357191036
2023-05-31,AAPL,Technology,198.15,200.0,198.01,198.18,437217600
2023-06-01,AAPL,Technology,197.88,200.76,196.92,197.79,525535444
2023-06-02,AAPL,Technology,195.13,196.15,192.84,194.19,600694582
2023-06-05,AAPL,Technology,192.87,194.71,190.15,191.99,800135110
2023-06-06,AAPL,Technology,190.0,191.84,189.35,189.73,552608813
2023-06-07,AAPL,Technology,187.67,190.55,188.12,189.32,931372741
2023-06-08,AAPL,Technology,182.71,185.23,182.06,183.72,395077638
2023-06-09,AAPL,Technology,180.82,180.42,179.67,180.11,934156343
2023-06-12,AAPL,Technology,183.14,185.52,184.38,184.69,324262835
2023-06-13,AAPL,Technology,187.4,190.39,186.1,187.96,478801718
2023-06-14,AAPL,Technology,188.51,190.18,188.32,188.96,481671962
2023-06-15,AAPL,Technology,190.77,190.88,190.21,190.88,464196503
2023-06-16,AAPL,Technology,190.19,190.05,187.24,189.66,418530297
2023-06-19,AAPL,Technology,192.45,192.61,190.29,192.1,459821499
2023-06-20,AAPL,Technology,192.55,196.14,191.96,193.7,521109915
2023-06-21,AAPL,Technology,200.3,203.37,198.78,199.8,197149155
2023-06-22,AAPL,Technology,197.74,199.16,196.93,197.91,383156741
2023-06-23,AAPL,Technology,191.15,192.06,189.28,190.92,1368582452
2023-06-26,AAPL,Technology,188.85,191.62,187.39,187.82,1291633750
